,tbl_no,indicator,survey_id,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up,geog_type,area_name,area_type,district_code,district_name,province_name
2092,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,4,0,0,0,0,0,0,0,3,3,3,4,1,1,geog_1,Shah Bunder Taluka,Urban,88,Sujawal,Sindh
2093,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,24,0,0,0,0,6,6,8,21,24,23,23,1,0,geog_1,Jati Taluka,Rural,88,Sujawal,Sindh
2094,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Kharo Chan Taluka,Rural,88,Sujawal,Sindh
2095,tbl_05,Gender_Age_Group_Population,Census2017,Female,5906,75,876,1754,2473,2636,1161,1628,2918,3356,2911,3186,316,199,geog_1,Jati Taluka,Urban,88,Sujawal,Sindh
2096,tbl_05,Gender_Age_Group_Population,Census2017,Female,9916,162,1200,2516,3762,4476,2135,3035,5313,6028,5254,5748,552,347,geog_1,Mirpur Bathoro Taluka,Urban,88,Sujawal,Sindh
2097,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Kharo Chan Taluka,Urban,88,Sujawal,Sindh
2098,tbl_05,Gender_Age_Group_Population,Census2017,Female,4864,110,791,1588,2232,2162,797,1170,2254,2559,2278,2495,234,149,geog_1,Kharo Chan Taluka,Rural,88,Sujawal,Sindh
2099,tbl_05,Gender_Age_Group_Population,Census2017,Female,91083,2194,15021,30635,42442,40099,14250,21103,40761,46839,40993,45702,5104,3374,geog_1,Jati Taluka,Rural,88,Sujawal,Sindh
2100,tbl_05,Gender_Age_Group_Population,Census2017,Female,67943,1622,11429,23016,31692,30238,11141,16508,30676,35035,30808,34166,3712,2382,geog_1,Shah Bunder Taluka,Rural,88,Sujawal,Sindh
2101,tbl_05,Gender_Age_Group_Population,Census2017,Female,77389,1649,12769,25805,36298,34594,12535,18315,34694,39824,34562,38422,4200,2737,geog_1,Sujawal Taluka,Rural,88,Sujawal,Sindh
2102,tbl_05,Gender_Age_Group_Population,Census2017,Male,9209,181,1200,2614,3896,4232,1728,2461,4585,5219,4541,4949,454,286,geog_1,Shah Bunder Taluka,Urban,88,Sujawal,Sindh
2103,tbl_05,Gender_Age_Group_Population,Census2017,Male,10378,203,1329,2737,4066,4535,1993,2853,5341,6180,5442,5910,520,327,geog_1,Mirpur Bathoro Taluka,Urban,88,Sujawal,Sindh
2104,tbl_05,Gender_Age_Group_Population,Census2017,Male,83675,1784,13165,27836,40443,39398,13974,19694,37069,42529,36496,40230,4024,2557,geog_1,Sujawal Taluka,Rural,88,Sujawal,Sindh
2105,tbl_05,Gender_Age_Group_Population,Census2017,Male,74057,1827,11804,24942,35851,34501,12103,17464,32744,37451,32472,35831,3704,2404,geog_1,Shah Bunder Taluka,Rural,88,Sujawal,Sindh
2106,tbl_05,Gender_Age_Group_Population,Census2017,Male,99141,2121,14564,30697,45372,46581,18062,25225,45891,52815,45248,49976,5238,3243,geog_1,Mirpur Bathoro Taluka,Rural,88,Sujawal,Sindh
2107,tbl_05,Gender_Age_Group_Population,Census2017,Male,18126,340,2422,5144,7543,8044,3318,4755,9001,10436,8997,9852,914,542,geog_1,Sujawal Taluka,Urban,88,Sujawal,Sindh
2108,tbl_05,Gender_Age_Group_Population,Census2017,Male,98600,2335,15268,32707,47253,45634,15698,22511,43346,49962,43248,48046,5268,3434,geog_1,Jati Taluka,Rural,88,Sujawal,Sindh
2109,tbl_05,Gender_Age_Group_Population,Census2017,Male,5371,136,906,1872,2654,2485,824,1196,2305,2641,2325,2551,248,163,geog_1,Kharo Chan Taluka,Rural,88,Sujawal,Sindh
2110,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,26,0,0,0,1,5,5,7,18,22,20,25,5,4,geog_1,Mirpur Bathoro Taluka,Rural,88,Sujawal,Sindh
2111,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,8,0,0,0,0,0,0,0,6,8,8,8,0,0,geog_1,Sujawal Taluka,Urban,88,Sujawal,Sindh
2112,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,6,0,0,0,0,0,0,2,5,6,6,6,0,0,geog_1,Mirpur Bathoro Taluka,Urban,88,Sujawal,Sindh
2113,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Kharo Chan Taluka,Urban,88,Sujawal,Sindh
2114,tbl_05,Gender_Age_Group_Population,Census2017,Female,108080,2605,17241,34772,49523,48913,18737,27310,50781,57338,49910,54767,5207,3325,geog_1,Jhando Mari Taluka,Rural,89,Tando Allah Yar,Sindh
2115,tbl_05,Gender_Age_Group_Population,Census2017,Female,83435,2018,13362,27203,38737,38348,14587,21072,39131,44035,38255,41670,3689,2277,geog_1,Tando Allahyar Taluka,Rural,89,Tando Allah Yar,Sindh
2116,tbl_05,Gender_Age_Group_Population,Census2017,Female,103422,2312,14014,28778,43066,47631,20924,29670,52932,59757,51376,55798,4733,2944,geog_1,Tando Allahyar Taluka,Urban,89,Tando Allah Yar,Sindh
2117,tbl_05,Gender_Age_Group_Population,Census2017,Female,17559,361,2520,5422,7857,8148,3157,4575,8390,9465,8191,9038,902,583,geog_1,Chamber Taluka,Urban,89,Tando Allah Yar,Sindh
2118,tbl_05,Gender_Age_Group_Population,Census2017,Female,8680,211,1219,2621,3857,4005,1552,2285,4201,4732,4102,4493,412,276,geog_1,Jhando Mari Taluka,Urban,89,Tando Allah Yar,Sindh
2119,tbl_05,Gender_Age_Group_Population,Census2017,Female,84533,1962,13741,27969,39354,38861,14942,21515,39494,44286,38321,42089,4037,2587,geog_1,Chamber Taluka,Rural,89,Tando Allah Yar,Sindh
2120,tbl_05,Gender_Age_Group_Population,Census2017,Male,89467,2110,14308,30117,43596,43149,15849,22143,40377,45518,39007,42448,3717,2341,geog_1,Chamber Taluka,Rural,89,Tando Allah Yar,Sindh
2121,tbl_05,Gender_Age_Group_Population,Census2017,Male,115059,2885,17849,37683,54771,54744,20420,28427,52819,59676,51148,55825,5015,3210,geog_1,Jhando Mari Taluka,Rural,89,Tando Allah Yar,Sindh
2122,tbl_05,Gender_Age_Group_Population,Census2017,Male,89782,2244,13824,29270,43586,43928,16450,22722,41048,46338,39299,42540,3537,2142,geog_1,Tando Allahyar Taluka,Rural,89,Tando Allah Yar,Sindh
2123,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,3,0,0,0,0,0,0,1,3,3,3,3,0,0,geog_1,Chamber Taluka,Urban,89,Tando Allah Yar,Sindh
2124,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,46,0,0,0,0,12,12,15,34,39,35,42,7,7,geog_1,Tando Allahyar Taluka,Urban,89,Tando Allah Yar,Sindh
2125,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,23,0,0,0,2,12,12,16,19,21,15,17,3,2,geog_1,Tando Allahyar Taluka,Rural,89,Tando Allah Yar,Sindh
2126,tbl_05,Gender_Age_Group_Population,Census2017,Male,110447,2473,14818,30830,46636,51493,22233,31139,56081,63578,54677,58948,4591,2791,geog_1,Tando Allahyar Taluka,Urban,89,Tando Allah Yar,Sindh
2127,tbl_05,Gender_Age_Group_Population,Census2017,Male,18623,422,2571,5548,8431,8966,3590,4949,8954,10173,8620,9410,865,503,geog_1,Chamber Taluka,Urban,89,Tando Allah Yar,Sindh
2128,tbl_05,Gender_Age_Group_Population,Census2017,Male,9319,192,1296,2812,4265,4526,1763,2442,4422,5003,4311,4680,405,257,geog_1,Jhando Mari Taluka,Urban,89,Tando Allah Yar,Sindh
2129,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,32,0,0,0,0,3,3,6,20,27,26,32,8,5,geog_1,Jhando Mari Taluka,Rural,89,Tando Allah Yar,Sindh
2130,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,17,0,0,0,0,7,7,7,14,16,14,15,1,1,geog_1,Chamber Taluka,Rural,89,Tando Allah Yar,Sindh
2131,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Jhando Mari Taluka,Urban,89,Tando Allah Yar,Sindh
2132,tbl_05,Gender_Age_Group_Population,Census2017,Female,111822,2485,17538,35736,50318,50020,19489,28624,52619,59897,51983,57591,6051,3856,geog_1,Bulri Shah Karim Taluka,Rural,90,Tando Muhammad Khan,Sindh
2133,tbl_05,Gender_Age_Group_Population,Census2017,Female,74070,1709,11937,24288,33950,33634,13039,19187,34705,39228,34254,37680,3658,2310,geog_1,Tando Muhammad Khan Taluka,Rural,90,Tando Muhammad Khan,Sindh
2134,tbl_05,Gender_Age_Group_Population,Census2017,Female,3087,56,428,890,1338,1395,563,817,1509,1718,1463,1625,174,109,geog_1,Bulri Shah Karim Taluka,Urban,90,Tando Muhammad Khan,Sindh
2135,tbl_05,Gender_Age_Group_Population,Census2017,Female,49324,1053,6481,13266,19580,21900,9817,14250,25532,29162,25264,27690,2590,1598,geog_1,Tando Muhammad Khan Taluka,Urban,90,Tando Muhammad Khan,Sindh
2136,tbl_05,Gender_Age_Group_Population,Census2017,Male,79437,1891,12335,25898,37469,37616,14268,20162,36732,41522,35689,38960,3582,2232,geog_1,Tando Muhammad Khan Taluka,Rural,90,Tando Muhammad Khan,Sindh
2137,tbl_05,Gender_Age_Group_Population,Census2017,Male,118786,2627,17827,37692,55117,55441,20841,29547,55081,62638,53608,59021,5901,3721,geog_1,Bulri Shah Karim Taluka,Rural,90,Tando Muhammad Khan,Sindh
2138,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Tando Ghulam Hyder Taluka,Urban,90,Tando Muhammad Khan,Sindh
2139,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,19,0,0,0,1,5,5,8,12,16,13,17,5,3,geog_1,Tando Ghulam Hyder Taluka,Rural,90,Tando Muhammad Khan,Sindh
2140,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,16,0,0,0,1,3,3,6,13,15,14,15,2,1,geog_1,Tando Muhammad Khan Taluka,Urban,90,Tando Muhammad Khan,Sindh
2141,tbl_05,Gender_Age_Group_Population,Census2017,Female,16120,380,2463,5097,7309,7453,2973,4257,7622,8657,7417,8160,790,520,geog_1,Tando Ghulam Hyder Taluka,Urban,90,Tando Muhammad Khan,Sindh
2142,tbl_05,Gender_Age_Group_Population,Census2017,Female,73465,1655,12061,24582,34198,33495,12591,18392,33534,38000,33278,36845,3818,2500,geog_1,Tando Ghulam Hyder Taluka,Rural,90,Tando Muhammad Khan,Sindh
2143,tbl_05,Gender_Age_Group_Population,Census2017,Male,52528,1028,6663,13965,21001,23526,10402,14770,27065,31190,26876,29258,2567,1551,geog_1,Tando Muhammad Khan Taluka,Urban,90,Tando Muhammad Khan,Sindh
2144,tbl_05,Gender_Age_Group_Population,Census2017,Male,3292,68,475,994,1462,1494,583,812,1609,1809,1536,1676,148,97,geog_1,Bulri Shah Karim Taluka,Urban,90,Tando Muhammad Khan,Sindh
2145,tbl_05,Gender_Age_Group_Population,Census2017,Male,77411,1724,12378,26127,37585,36998,13512,18883,34591,39222,33571,36924,3615,2325,geog_1,Tando Ghulam Hyder Taluka,Rural,90,Tando Muhammad Khan,Sindh
2146,tbl_05,Gender_Age_Group_Population,Census2017,Male,17668,422,2629,5749,8422,8605,3236,4468,8099,9178,7819,8533,788,492,geog_1,Tando Ghulam Hyder Taluka,Urban,90,Tando Muhammad Khan,Sindh
2147,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,2,0,0,0,0,0,0,0,1,1,1,2,1,1,geog_1,Bulri Shah Karim Taluka,Urban,90,Tando Muhammad Khan,Sindh
2148,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,29,0,0,0,1,3,3,7,20,28,25,28,3,1,geog_1,Tando Muhammad Khan Taluka,Rural,90,Tando Muhammad Khan,Sindh
2149,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,22,0,0,0,2,7,7,11,17,18,16,20,4,4,geog_1,Bulri Shah Karim Taluka,Rural,90,Tando Muhammad Khan,Sindh
2150,tbl_05,Gender_Age_Group_Population,Census2017,Female,49606,1114,6790,13676,20153,22018,9656,13948,25114,28775,24896,27357,2713,1679,geog_1,Thatta Taluka,Urban,91,Thatta,Sindh
2151,tbl_05,Gender_Age_Group_Population,Census2017,Female,141363,3348,22052,45012,64149,64392,25067,36606,66063,75266,65328,71987,7265,4720,geog_1,Mirpur Sakro Taluka,Rural,91,Thatta,Sindh
2152,tbl_05,Gender_Age_Group_Population,Census2017,Female,11217,283,1834,3723,5157,5002,1882,2798,5173,5881,5133,5663,585,382,geog_1,Ghorabari Taluka,Urban,91,Thatta,Sindh
2153,tbl_05,Gender_Age_Group_Population,Census2017,Female,2068,55,298,614,849,829,321,552,1048,1198,1041,1137,105,64,geog_1,Keti Bunder Taluka,Urban,91,Thatta,Sindh
2154,tbl_05,Gender_Age_Group_Population,Census2017,Male,52259,1133,6927,14389,21493,23439,10030,14168,26085,30308,26087,28609,2763,1615,geog_1,Thatta Taluka,Urban,91,Thatta,Sindh
2155,tbl_05,Gender_Age_Group_Population,Census2017,Male,11982,287,1926,3887,5545,5435,2072,2934,5588,6335,5481,6005,576,358,geog_1,Ghorabari Taluka,Urban,91,Thatta,Sindh
2156,tbl_05,Gender_Age_Group_Population,Census2017,Male,153190,3479,22638,47683,70344,72068,27580,38840,70793,81304,70132,76986,7528,4760,geog_1,Mirpur Sakro Taluka,Rural,91,Thatta,Sindh
2157,tbl_05,Gender_Age_Group_Population,Census2017,Male,24458,571,3422,7228,10684,11421,4707,6578,11930,13714,11692,12690,1109,608,geog_1,Mirpur Sakro Taluka,Urban,91,Thatta,Sindh
2158,tbl_05,Gender_Age_Group_Population,Census2017,Male,158445,3434,23035,48366,70527,71944,27858,39554,74326,85896,74041,81893,8609,5428,geog_1,Thatta Taluka,Rural,91,Thatta,Sindh
2159,tbl_05,Gender_Age_Group_Population,Census2017,Male,2201,44,295,620,907,942,367,520,1087,1263,1116,1221,110,68,geog_1,Keti Bunder Taluka,Urban,91,Thatta,Sindh
2160,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,5,0,0,0,0,0,0,0,4,5,5,5,0,0,geog_1,Mirpur Sakro Taluka,Urban,91,Thatta,Sindh
2161,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,1,0,0,0,0,0,0,0,1,1,1,1,0,0,geog_1,Keti Bunder Taluka,Urban,91,Thatta,Sindh
2162,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,5,0,0,0,0,1,1,2,4,4,4,5,1,1,geog_1,Ghorabari Taluka,Rural,91,Thatta,Sindh
2163,tbl_05,Gender_Age_Group_Population,Census2017,Female,146379,3255,22752,45896,64464,63318,24496,36581,68834,79245,69092,76974,8517,5560,geog_1,Thatta Taluka,Rural,91,Thatta,Sindh
2164,tbl_05,Gender_Age_Group_Population,Census2017,Female,72297,1795,12082,24153,33851,32370,11914,17500,32503,37170,32476,36104,3928,2589,geog_1,Ghorabari Taluka,Rural,91,Thatta,Sindh
2165,tbl_05,Gender_Age_Group_Population,Census2017,Female,26363,590,4191,8393,11898,11764,4593,6815,12210,13990,12234,13629,1538,1011,geog_1,Keti Bunder Taluka,Rural,91,Thatta,Sindh
2166,tbl_05,Gender_Age_Group_Population,Census2017,Female,22665,520,3234,6624,9756,10465,4432,6420,11245,12759,11008,11974,1052,639,geog_1,Mirpur Sakro Taluka,Urban,91,Thatta,Sindh
2167,tbl_05,Gender_Age_Group_Population,Census2017,Male,29066,715,4454,9215,13297,13210,5018,7118,13459,15377,13267,14711,1565,1043,geog_1,Keti Bunder Taluka,Rural,91,Thatta,Sindh
2168,tbl_05,Gender_Age_Group_Population,Census2017,Male,78542,1920,12174,25660,37388,36878,13345,18842,35297,40306,34684,38275,3923,2529,geog_1,Ghorabari Taluka,Rural,91,Thatta,Sindh
2169,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,11,0,0,0,0,0,0,0,7,11,11,11,1,0,geog_1,Thatta Taluka,Urban,91,Thatta,Sindh
2170,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,3,0,0,0,0,0,0,0,1,1,1,3,2,2,geog_1,Ghorabari Taluka,Urban,91,Thatta,Sindh
2171,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Keti Bunder Taluka,Rural,91,Thatta,Sindh
2172,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,8,0,0,0,0,1,1,1,4,7,6,8,3,1,geog_1,Mirpur Sakro Taluka,Rural,91,Thatta,Sindh
2173,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,4,0,0,0,0,0,0,1,1,3,3,4,2,1,geog_1,Thatta Taluka,Rural,91,Thatta,Sindh
2174,tbl_05,Gender_Age_Group_Population,Census2017,Female,213259,4319,22232,44844,70010,85340,41755,61150,117034,138708,121337,134559,14218,8734,geog_1,Nazimabad Sub-Division,Urban,92,Karachi Central,Sindh
2175,tbl_05,Gender_Age_Group_Population,Census2017,Female,238090,4385,22380,46260,72617,89509,43472,63186,127843,156980,137067,156191,20401,12693,geog_1,Gulberg Sub-Division,Urban,92,Karachi Central,Sindh
2176,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,North Nazimabad Sub-Division,Rural,92,Karachi Central,Sindh
2177,tbl_05,Gender_Age_Group_Population,Census2017,Female,418282,9748,49195,97471,147064,174668,85017,123795,228313,265529,231976,253901,23448,13907,geog_1,New Karachi Sub-Division,Urban,92,Karachi Central,Sindh
2178,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Gulberg Sub-Division,Rural,92,Karachi Central,Sindh
2179,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Nazimabad Sub-Division,Rural,92,Karachi Central,Sindh
2180,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Liaquatabad Sub-Division,Rural,92,Karachi Central,Sindh
2181,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,New Karachi Sub-Division,Rural,92,Karachi Central,Sindh
2182,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,64,0,0,0,0,16,16,25,57,63,62,63,2,1,geog_1,Nazimabad Sub-Division,Urban,92,Karachi Central,Sindh
2183,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,120,0,0,0,1,28,28,42,94,112,101,113,13,8,geog_1,New Karachi Sub-Division,Urban,92,Karachi Central,Sindh
2184,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,63,0,0,0,0,10,10,20,48,56,52,61,12,7,geog_1,Gulberg Sub-Division,Urban,92,Karachi Central,Sindh
2185,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,North Nazimabad Sub-Division,Rural,92,Karachi Central,Sindh
2186,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Nazimabad Sub-Division,Rural,92,Karachi Central,Sindh
2187,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Gulberg Sub-Division,Rural,92,Karachi Central,Sindh
2188,tbl_05,Gender_Age_Group_Population,Census2017,Female,343716,6563,35351,72554,112725,136233,65363,95040,183642,221266,192843,217451,26244,16229,geog_1,North Nazimabad Sub-Division,Urban,92,Karachi Central,Sindh
2189,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Gulberg Sub-Division,Rural,92,Karachi Central,Sindh
2190,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,New Karachi Sub-Division,Rural,92,Karachi Central,Sindh
2191,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Liaquatabad Sub-Division,Rural,92,Karachi Central,Sindh
2192,tbl_05,Gender_Age_Group_Population,Census2017,Female,215513,4298,22376,45364,70689,88007,43866,64369,121311,141702,124254,135599,12177,7294,geog_1,Liaquatabad Sub-Division,Urban,92,Karachi Central,Sindh
2193,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Nazimabad Sub-Division,Rural,92,Karachi Central,Sindh
2194,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,New Karachi Sub-Division,Rural,92,Karachi Central,Sindh
2195,tbl_05,Gender_Age_Group_Population,Census2017,Male,364751,7029,37095,76465,120049,146377,70425,100671,193347,234886,203372,229534,28044,16818,geog_1,North Nazimabad Sub-Division,Urban,92,Karachi Central,Sindh
2196,tbl_05,Gender_Age_Group_Population,Census2017,Male,233469,4504,23505,47608,74311,92383,45938,66551,131032,156160,137165,149438,13337,7359,geog_1,Liaquatabad Sub-Division,Urban,92,Karachi Central,Sindh
2197,tbl_05,Gender_Age_Group_Population,Census2017,Male,233024,4484,23286,47149,73869,91840,45611,66202,128411,154356,135089,149574,15797,9153,geog_1,Nazimabad Sub-Division,Urban,92,Karachi Central,Sindh
2198,tbl_05,Gender_Age_Group_Population,Census2017,Male,257941,4540,23555,48521,77206,99146,50186,71770,140785,172792,150635,170154,20895,12634,geog_1,Gulberg Sub-Division,Urban,92,Karachi Central,Sindh
2199,tbl_05,Gender_Age_Group_Population,Census2017,Male,452843,10139,51403,101691,155799,184554,89156,129049,248946,291801,254873,278190,25183,14241,geog_1,New Karachi Sub-Division,Urban,92,Karachi Central,Sindh
2200,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,North Nazimabad Sub-Division,Rural,92,Karachi Central,Sindh
2201,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,116,0,0,0,0,15,15,36,101,112,107,114,9,4,geog_1,Liaquatabad Sub-Division,Urban,92,Karachi Central,Sindh
2202,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Liaquatabad Sub-Division,Rural,92,Karachi Central,Sindh
2203,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,131,0,0,0,0,27,27,54,113,126,123,128,7,5,geog_1,North Nazimabad Sub-Division,Urban,92,Karachi Central,Sindh
2204,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Jamshed Quarters Sub-Division,Rural,93,Karachi East,Sindh
2205,tbl_05,Gender_Age_Group_Population,Census2017,Male,421544,10280,57499,116927,174966,193080,84715,119998,213109,243871,210314,228522,20071,11809,geog_1,Gulzar-E-Hijri Sub-Division,Urban,93,Karachi East,Sindh
2206,tbl_05,Gender_Age_Group_Population,Census2017,Male,250660,4536,23674,48833,77744,99650,50283,72449,137015,165824,144232,162527,19610,11795,geog_1,Jamshed Quarters Sub-Division,Urban,93,Karachi East,Sindh
2207,tbl_05,Gender_Age_Group_Population,Census2017,Male,401237,8159,41033,83110,129781,161360,80138,116680,221917,262996,230131,254877,26655,15986,geog_1,Ferozabad Sub-Division,Urban,93,Karachi East,Sindh
2208,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Ferozabad Sub-Division,Rural,93,Karachi East,Sindh
2209,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Jamshed Quarters Sub-Division,Rural,93,Karachi East,Sindh
2210,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Gulzar-E-Hijri Sub-Division,Rural,93,Karachi East,Sindh
2211,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Gulshan-E-Iqbal Sub-Division,Rural,93,Karachi East,Sindh
2212,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,74,0,0,0,0,19,19,25,54,69,65,73,11,5,geog_1,Jamshed Quarters Sub-Division,Urban,93,Karachi East,Sindh
2213,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Ferozabad Sub-Division,Rural,93,Karachi East,Sindh
2214,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Jamshed Quarters Sub-Division,Rural,93,Karachi East,Sindh
2215,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Gulzar-E-Hijri Sub-Division,Rural,93,Karachi East,Sindh
2216,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,155,0,0,0,5,29,29,57,115,141,125,146,23,14,geog_1,Gulshan-E-Iqbal Sub-Division,Urban,93,Karachi East,Sindh
2217,tbl_05,Gender_Age_Group_Population,Census2017,Female,360249,7751,39309,78949,121457,145474,70210,103700,195799,230705,201998,224391,24031,14971,geog_1,Ferozabad Sub-Division,Urban,93,Karachi East,Sindh
2218,tbl_05,Gender_Age_Group_Population,Census2017,Female,370756,9606,54399,109126,158684,169092,72302,104514,183457,209420,182124,197340,16844,10147,geog_1,Gulzar-E-Hijri Sub-Division,Urban,93,Karachi East,Sindh
